serving_size,serving_count,calories,calories_pdv,total_fat,saturated_fat,trans_fat,cholesterol,sodium,total_carbohydrate,dietary_fiber,total_sugars,added_sugars,protein,vitamin_d,vitamin_a,vitamin_c,calcium,iron,potassium,total_fat_pdv,saturated_fat_pdv,trans_fat_pdv,cholesterol_pdv,sodium_pdv,total_carbohydrate_pdv,dietary_fiber_pdv,total_sugars_pdv,added_sugars_pdv,protein_pdv,vitamin_d_pdv,vitamin_a_pdv,vitamin_c_pdv,calcium_pdv,iron_pdv,potassium_pdv,item_id
113 g,,110.0,,2.5 g,0 g,0 g,0 mg,35 mg,17 g,4 g,1 g,,6 g,0.0 µg,70.74 µg,18.61 mg,41.64 mg,2.47 mg,344.14 mg,3,2,,0,2,6,13,3,,12,0,8,21,3,14,7,12914
70 g,,230.0,,9 g,4.5 g,0 g,15 mg,340 mg,32 g,1 g,2 g,,6 g,0.0 µg,49.14 µg,0.4 mg,58.04 mg,2.17 mg,87.12 mg,12,22,,5,15,12,5,4,,12,0,5,0,4,12,2,12915
2.69 cup (78 g),,140.0,,7 g,4 g,0 g,80 mg,25 mg,17 g,0 g,15 g,,3 g,0.93 µg,92.2 µg,0.09 mg,68.33 mg,0.3 mg,78.82 mg,10,21,,26,1,6,0,30,,5,5,10,0,5,2,2,12919
142 g,,460.0,,30 g,8 g,0 g,130 mg,170 mg,14 g,2 g,7 g,,33 g,0.34 µg,81.91 µg,6.29 mg,114.34 mg,3.21 mg,441.85 mg,38,41,,43,7,5,8,14,,66,2,9,7,9,18,9,12948
,,180.0,,8 g,1 g,0 g,0 mg,120 mg,19 g,3 g,2 g,,10 g,0.0 µg,23.62 µg,4.99 mg,171.47 mg,1.97 mg,209.94 mg,10,5,,0,5,7,10,3,,19,0,3,6,13,11,4,12949
28 g,,5.0,,0 g,0 g,0 g,0 mg,0 mg,1 g,0 g,1 g,,0 g,0.0 µg,0.72 µg,0.03 mg,2.11 mg,0.02 mg,5.95 mg,0,0,,0,0,0,0,2,,0,0,0,0,0,0,0,12950
58 g,,30.0,,1.5 g,0 g,0 g,0 mg,5 mg,4 g,2 g,2 g,,1 g,0.0 µg,20.47 µg,7.11 mg,21.46 mg,0.6 mg,121.08 mg,2,1,,0,0,1,6,4,,2,0,2,8,2,3,3,12951
165 g,,380.0,,19 g,11 g,0 g,55 mg,270 mg,36 g,1 g,6 g,,16 g,1.07 µg,179.64 µg,0.31 mg,367.09 mg,1.58 mg,241.79 mg,24,56,,18,12,13,5,11,,33,5,20,0,28,9,5,12434
3 cup (85 g),,60.0,,4.5 g,0.5 g,0 g,0 mg,0 mg,6 g,0 g,5 g,,0 g,0.0 µg,17.43 µg,5.78 mg,10.51 mg,0.43 mg,118.06 mg,5,3,,0,0,2,2,10,,1,0,2,6,1,2,3,12952
266 g,,150.0,,8 g,1 g,0 g,0 mg,2410 mg,15 g,4 g,5 g,,10 g,0.05 µg,71.69 µg,13.17 mg,136.8 mg,1.97 mg,562.11 mg,10,5,,0,105,5,14,9,,19,0,8,15,11,11,12,12947
1.5 ea (43 g),,180.0,,6 g,3.5 g,0 g,25 mg,75 mg,28 g,0 g,15 g,,2 g,0.07 µg,52.57 µg,0.0 mg,9.06 mg,0.9 mg,71.84 mg,8,18,,8,3,10,2,30,,4,0,6,0,1,5,2,12954
3.5 cup (85 g),,80.0,,4.5 g,0.5 g,0 g,0 mg,25 mg,11 g,1 g,4 g,,0 g,0.0 µg,214.36 µg,4.13 mg,16.03 mg,0.33 mg,132.52 mg,6,3,,0,1,4,5,7,,2,0,24,5,1,2,3,12953
,,35.0,,2 g,1 g,0 g,4 mg,30 mg,4 g,0 g,0 g,,0 g,0.0 µg,33.51 µg,0.6 mg,4.99 mg,0.07 mg,27.59 mg,3,5,,1,1,1,1,1,,1,0,4,1,0,0,1,12934
328 g,,340.0,,16 g,2 g,0 g,0 mg,250 mg,47 g,8 g,2 g,,8 g,0.0 µg,53.5 µg,17.78 mg,89.64 mg,2.98 mg,749.45 mg,20,11,,0,11,17,28,4,,15,0,6,20,7,17,16,12928
,,300.0,,16 g,9 g,0 g,70 mg,810 mg,31 g,5 g,1 g,,8 g,0.0 µg,209.07 µg,1.45 mg,54.18 mg,2.11 mg,7.31 mg,20,44,,23,35,11,16,2,,16,0,23,2,4,12,0,12929
,,180.0,,5 g,2.5 g,0 g,10 mg,290 mg,30 g,2 g,2 g,,5 g,0.01 µg,118.04 µg,1.73 mg,29.32 mg,1.7 mg,114.13 mg,6,12,,4,13,11,7,5,,10,0,13,2,2,9,2,12932
2.5 cup (71 g),,110.0,,0 g,0 g,0 g,0 mg,0 mg,28 g,1 g,24 g,,0 g,0.0 µg,1.92 µg,13.81 mg,9.14 mg,0.17 mg,76.16 mg,0,0,,0,0,10,5,49,,1,0,0,15,1,1,2,12935
170 g,,60.0,,3 g,0 g,0 g,0 mg,25 mg,8 g,1 g,2 g,,0 g,0.0 µg,289.46 µg,12.58 mg,33.64 mg,0.44 mg,214.54 mg,4,2,,0,1,3,5,3,,1,0,32,14,3,2,5,12924
6.79 ea (193 g),,540.0,,20 g,6 g,0 g,175 mg,260 mg,88 g,1 g,86 g,,7 g,1.1 µg,121.92 µg,0.15 mg,50.26 mg,1.29 mg,132.76 mg,26,30,,58,11,32,5,172,,13,6,14,0,4,7,3,12939
3.34 ea (95 g),,180.0,,4 g,1.5 g,0 g,0 mg,60 mg,36 g,0 g,31 g,,0 g,0.0 µg,0.04 µg,0.05 mg,9.46 mg,0.2 mg,39.24 mg,5,7,,0,3,13,2,63,,1,0,0,0,1,1,1,12940
56 g,,130.0,,0 g,0 g,0 g,0 mg,270 mg,27 g,0 g,0 g,,4 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,0,0,,0,12,10,3,0,,7,0,0,0,0,0,0,12944
,,100.0,,11 g,7 g,0 g,30 mg,0 mg,0 g,0 g,0 g,,0 g,0.0 µg,95.76 µg,0.0 mg,3.36 mg,0.0 mg,3.36 mg,15,35,,10,0,0,0,0,,0,0,11,0,0,0,0,12945
188 g,,180.0,,15 g,3.5 g,0 g,5 mg,370 mg,9 g,4 g,2 g,,5 g,0.06 µg,273.65 µg,8.8 mg,82.68 mg,1.73 mg,450.02 mg,19,17,,2,16,3,14,4,,10,0,30,10,6,10,10,12936
3.49 ea (99 g),,270.0,,23 g,3.5 g,0 g,0 mg,20 mg,13 g,2 g,5 g,,4 g,0.0 µg,214.61 µg,30.65 mg,52.95 mg,1.7 mg,332.71 mg,30,17,,0,1,5,8,10,,8,0,24,34,4,9,7,12937
4.69 cup (133 g),,200.0,,9 g,0.5 g,0 g,0 mg,240 mg,26 g,2 g,2 g,,4 g,0.0 µg,72.7 µg,18.67 mg,30.91 mg,0.98 mg,186.57 mg,12,3,,0,10,9,8,4,,9,0,8,21,2,5,4,12938
4 g,,35.0,,4 g,0.5 g,0 g,0 mg,0 mg,0 g,0 g,0 g,,0 g,0.0 µg,0.0 µg,0.0 mg,0.04 mg,0.02 mg,0.04 mg,5,3,,0,0,0,0,0,,0,0,0,0,0,0,0,12946
85 g,,190.0,,1 g,0 g,0 g,0 mg,550 mg,42 g,2 g,0 g,,7 g,0.0 µg,0.0 µg,0.0 mg,0.0 mg,0.0 mg,0.0 mg,1,0,,0,24,15,5,0,,15,0,0,0,0,0,0,12943
37 g,,80.0,,7 g,6 g,0 g,0 mg,5 mg,5 g,0 g,4 g,,0 g,0.0 µg,0.07 µg,0.34 mg,10.89 mg,1.13 mg,75.76 mg,9,31,,0,0,2,1,8,,1,0,0,0,1,6,2,12942
30 g,,80.0,,6 g,4 g,0 g,20 mg,0 mg,5 g,0 g,4 g,,0 g,0.11 µg,52.5 µg,0.0 mg,28.22 mg,0.02 mg,41.49 mg,8,19,,7,0,2,0,8,,2,1,6,0,2,0,1,12941
4.82 ea (137 g),,150.0,,2.5 g,1 g,0 g,70 mg,250 mg,28 g,2 g,25 g,,3 g,0.7 µg,502.04 µg,2.86 mg,54.39 mg,1.37 mg,187.92 mg,3,6,,23,11,10,7,50,,7,4,56,3,4,8,4,12452
